PMID,Title,Exclusion,Code Available,Data Available,Repository Link,Comments,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
37875526,The spatiotemporal dynamics of semantic integration in the human brain,,,,,,"Murphy E, Forseth KJ, Donos C, Snyder KM, Rollo PS, Tandon N.",Nat Commun. 2023 Oct 24;14(1):6336. doi: 10.1038/s41467-023-42087-8.,Murphy E,Nat Commun,2023,2023/10/24,PMC10598228,,10.1038/s41467-023-42087-8
36181510,Multi-atlas thalamic nuclei segmentation on standard T1-weighed MRI with application to normal aging,,,,,,"Pfefferbaum A, Sullivan EV, Zahr NM, Pohl KM, Saranathan M.",Hum Brain Mapp. 2023 Feb 1;44(2):612-628. doi: 10.1002/hbm.26088. Epub 2022 Oct 1.,Pfefferbaum A,Hum Brain Mapp,2023,2022/10/01,PMC9842912,,10.1002/hbm.26088
37977408,"Modulatory effects of fMRI acquisition time of day, week and year on adolescent functional connectomes across spatial scales: Implications for inference",,,,,,"Hu L, Katz ES, Stamoulis C.",Neuroimage. 2023 Dec 15;284:120459. doi: 10.1016/j.neuroimage.2023.120459. Epub 2023 Nov 15.,Hu L,Neuroimage,2023,2023/11/17,,,10.1016/j.neuroimage.2023.120459
37957246,"Differences between subclinical attention-deficit/hyperactivity and autistic traits in default mode, salience, and frontoparietal network connectivities in young adult Japanese",,,,,,"Hirata R, Yoshimura S, Kobayashi K, Aki M, Shibata M, Ueno T, Miyagi T, Oishi N, Murai T, Fujiwara H.",Sci Rep. 2023 Nov 13;13(1):19724. doi: 10.1038/s41598-023-47034-7.,Hirata R,Sci Rep,2023,2023/11/13,PMC10643712,,10.1038/s41598-023-47034-7
36201797,Can you find it? Novel oddity detection task for the early detection of Alzheimer's disease,,,,,,"Frei M, Berres M, Kivisaari SL, Henzen NA, Monsch AU, Reinhardt J, Blatow M, Kressig RW, Krumm S.",Neuropsychology. 2023 Oct;37(7):717-740. doi: 10.1037/neu0000859. Epub 2022 Oct 6.,Frei M,Neuropsychology,2023,2022/10/06,,,10.1037/neu0000859
37694389,Potential neuropsychological mechanism involved in the transition from suicide ideation to action - a resting-state fMRI study implicating the insula,,,,,,"Fang S, Law SF, Ji X, Liu Q, Zhang P, Zhong R, Li H, Wang X, Yao S, Wang X.",Eur Psychiatry. 2023 Sep 11;66(1):e69. doi: 10.1192/j.eurpsy.2023.2444.,Fang S,Eur Psychiatry,2023,2023/09/11,PMC10594382,,10.1192/j.eurpsy.2023.2444
36565113,Motoric Cognitive Risk Syndrome Among Chinese Older Adults with White Matter Lesions: A Cross-Sectional Observational Study,,,,,,"Zhào H, Wei W, Xie H, Huang Y.",J Alzheimers Dis. 2023;91(3):925-931. doi: 10.3233/JAD-220712.,Zhào H,J Alzheimers Dis,2023,2022/12/24,,,10.3233/JAD-220712
37145386,"Heightened sensitivity to high-calorie foods in children at risk for obesity: insights from behavior, neuroimaging, and genetics",,,,,,"Rapuano KM, Tejavibulya L, Dinc EN, Li A, Davis H, Korn R, Leibel RL, Walsh BT, Ranzenhofer L, Rosenbaum M, Casey BJ, Mayer L.",Brain Imaging Behav. 2023 Oct;17(5):461-470. doi: 10.1007/s11682-023-00773-7. Epub 2023 May 5.,Rapuano KM,Brain Imaging Behav,2023,2023/05/05,PMC10543571,NIHMS1915962,10.1007/s11682-023-00773-7
36990469,Differential neural processing of value during decision-making in adults with attention-deficit/hyperactivity disorder and healthy controls,,,,,,"Lee CY, Goh JOS, Gau SS.",J Psychiatry Neurosci. 2023 Mar 29;48(2):E115-E124. doi: 10.1503/jpn.220123. Print 2023 Mar-Apr.,Lee CY,J Psychiatry Neurosci,2023,2023/03/29,PMC10065803,,10.1503/jpn.220123
36946528,"Active Inference, Epistemic Value, and Uncertainty in Conceptual Disorganization in First-Episode Schizophrenia",,,,,,"Limongi R, Silva AM, Mackinley M, Ford SD, Palaniyappan L.",Schizophr Bull. 2023 Mar 22;49(Suppl_2):S115-S124. doi: 10.1093/schbul/sbac125.,Limongi R,Schizophr Bull,2023,2023/03/22,PMC10031740,,10.1093/schbul/sbac125
37031780,Altered Brain Dynamics Across Bipolar Disorder and Schizophrenia During Rest and Task Switching Revealed by Overlapping Brain States,,,,,,"Ye J, Sun H, Gao S, Dadashkarimi J, Rosenblatt M, Rodriguez RX, Mehta S, Jiang R, Noble S, Westwater ML, Scheinost D.",Biol Psychiatry. 2023 Oct 1;94(7):580-590. doi: 10.1016/j.biopsych.2023.03.024. Epub 2023 Apr 7.,Ye J,Biol Psychiatry,2023,2023/04/09,PMC10524212,NIHMS1891361,10.1016/j.biopsych.2023.03.024
37316296,Interoceptive Awareness of the Breath Preserves Attention and Language Networks amidst Widespread Cortical Deactivation: A Within-Participant Neuroimaging Study,,,,,,"Farb NAS, Zuo Z, Price CJ.",eNeuro. 2023 Jun 26;10(6):ENEURO.0088-23.2023. doi: 10.1523/ENEURO.0088-23.2023. Print 2023 Jun.,Farb NAS,eNeuro,2023,2023/06/14,PMC10295813,,10.1523/ENEURO.0088-23.2023
36822828,Identification of the Language Network from Resting-State fMRI in Patients with Brain Tumors: How Accurate Are Experts?,,,,,,"Gujar SK, Manzoor K, Wongsripuemtet J, Wang G, Ryan D, Agarwal S, Lindquist M, Caffo B, Pillai JJ, Sair HI.",AJNR Am J Neuroradiol. 2023 Mar;44(3):274-282. doi: 10.3174/ajnr.A7806. Epub 2023 Feb 23.,Gujar SK,AJNR Am J Neuroradiol,2023,2023/02/23,PMC10187806,,10.3174/ajnr.A7806
37903593,Menopause Status and Within-Group Differences in Chronological Age Affect the Functional Neural Correlates of Spatial Context Memory in Middle-Aged Females,,,,,,"Crestol A, Rajagopal S, Lissaman R, LaPlume AA, Pasvanis S, Olsen RK, Einstein G, Jacobs EG, Rajah MN.",J Neurosci. 2023 Dec 13;43(50):8756-8768. doi: 10.1523/JNEUROSCI.0663-23.2023.,Crestol A,J Neurosci,2023,2023/10/30,PMC10727179,,10.1523/JNEUROSCI.0663-23.2023
37811778,ISMRM Open Science Initiative for Perfusion Imaging (OSIPI): ASL pipeline inventory,,,,,,"Fan H, Mutsaerts HJMM, Anazodo U, Arteaga D, Baas KPA, Buchanan C, Camargo A, Keil VC, Lin Z, Lindner T, Hirschler L, Hu J, Padrela BE, Taghvaei M, Thomas DL, Dolui S, Petr J.",Magn Reson Med. 2024 May;91(5):1787-1802. doi: 10.1002/mrm.29869. Epub 2023 Oct 9.,Fan H,Magn Reson Med,2024,2023/10/09,PMC10950546,NIHMS1929156,10.1002/mrm.29869
36513365,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,,,,,,"Wen T, Egner T.",Cereb Cortex. 2023 May 9;33(10):6013-6027. doi: 10.1093/cercor/bhac479.,Wen T,Cereb Cortex,2023,2022/12/13,PMC10183747,,10.1093/cercor/bhac479
36579557,Lipreading a naturalistic narrative in a female population: Neural characteristics shared with listening and reading,,,,,,"Saalasti S, Alho J, Lahnakoski JM, Bacha-Trams M, Glerean E, Jääskeläinen IP, Hasson U, Sams M.",Brain Behav. 2023 Feb;13(2):e2869. doi: 10.1002/brb3.2869. Epub 2022 Dec 29.,Saalasti S,Brain Behav,2023,2022/12/29,PMC9927859,,10.1002/brb3.2869
36565110,Hemispheric Patterns of Recruitment of Object Processing Regions in Early Alzheimer's Disease: A Study Along the Entire Ventral Stream,,,,,,"Canário NS, Jorge LP, Santana IJ, Castelo-Branco MS.",J Alzheimers Dis. 2023;91(3):1151-1164. doi: 10.3233/JAD-220055.,Canário NS,J Alzheimers Dis,2023,2022/12/24,PMC9912740,,10.3233/JAD-220055
36529202,Visuo-motor transformations in the intraparietal sulcus mediate the acquisition of endovascular medical skill,,,,,,"Paul KI, Mueller K, Rousseau PN, Glathe A, Taatgen NA, Cnossen F, Lanzer P, Villringer A, Steele CJ.",Neuroimage. 2023 Feb 1;266:119781. doi: 10.1016/j.neuroimage.2022.119781. Epub 2022 Dec 16.,Paul KI,Neuroimage,2023,2022/12/18,,,10.1016/j.neuroimage.2022.119781
37401734,Alcohol cue reactivity in the brain: Age-related differences in the role of social processes in addiction in male drinkers,,,,,,"Kuhns L, Mies G, Kroon E, Willuhn I, Lesscher H, Cousijn J.",J Neurosci Res. 2023 Oct;101(10):1521-1537. doi: 10.1002/jnr.25206. Epub 2023 Jul 4.,Kuhns L,J Neurosci Res,2023,2023/07/04,PMC10538438,NIHMS1902290,10.1002/jnr.25206
34813483,MRCG: A MRI Retrieval Framework With Convolutional and Graph Neural Networks for Secure and Private IoMT,,,,,,"Tang Z, Sun ZH, Wu EQ, Wei CF, Ming D, Chen SD.",IEEE J Biomed Health Inform. 2023 Feb;27(2):814-822. doi: 10.1109/JBHI.2021.3130028. Epub 2023 Feb 3.,Tang Z,IEEE J Biomed Health Inform,2023,2021/11/23,,,10.1109/JBHI.2021.3130028
36736795,Splitting the reward: Differences in inflammatory marker associations with neural connectivity between reward anticipation and reward outcome in adolescents at high risk for depression,,,,,,"Rengasamy M, Nance M, Eckstrand K, Forbes E.",J Affect Disord. 2023 Apr 14;327:128-136. doi: 10.1016/j.jad.2023.01.118. Epub 2023 Feb 3.,Rengasamy M,J Affect Disord,2023,2023/02/03,,,10.1016/j.jad.2023.01.118
37689834,Hierarchical organization of the human ventral visual streams revealed with magnetoencephalography,,,,,,"Rolls ET, Deco G, Zhang Y, Feng J.",Cereb Cortex. 2023 Oct 9;33(20):10686-10701. doi: 10.1093/cercor/bhad318.,Rolls ET,Cereb Cortex,2023,2023/09/09,,,10.1093/cercor/bhad318
37271303,Dynamic involvement of premotor and supplementary motor areas in bimanual pinch force control,,,,,,"Karabanov AN, Chillemi G, Madsen KH, Siebner HR.",Neuroimage. 2023 Aug 1;276:120203. doi: 10.1016/j.neuroimage.2023.120203. Epub 2023 Jun 3.,Karabanov AN,Neuroimage,2023,2023/06/04,,,10.1016/j.neuroimage.2023.120203
36420704,Evidence for functional improvement in reward anticipation in recent onset schizophrenia after one year of coordinated specialty care,,,,,,"Smucny J, Lesh TA, Niendam TA, Ragland JD, Tully LM, Carter CS.",Psychol Med. 2023 Oct;53(13):6280-6287. doi: 10.1017/S0033291722003592. Epub 2022 Nov 24.,Smucny J,Psychol Med,2023,2022/11/24,PMC10520583,,10.1017/S0033291722003592
37812939,Threat exposure moderates associations between neural and physiological indices of emotion reactivity in adolescent females,,,,,,"Gruhn M, Miller AB, Eisenlohr-Moul TA, Martin S, Clayton MG, Giletta M, Hastings PD, Nock MK, Rudolph KD, Slavich GM, Prinstein MJ, Sheridan MA.",Psychoneuroendocrinology. 2024 Jan;159:106405. doi: 10.1016/j.psyneuen.2023.106405. Epub 2023 Sep 27.,Gruhn M,Psychoneuroendocrinology,2024,2023/10/09,,,10.1016/j.psyneuen.2023.106405
37931333,Sex differences in longitudinal changes of episodic memory-related brain activity and cognition in cognitively unimpaired older adults with a family history of Alzheimer's disease,,,,,,"Samson AD, Rajagopal S, Pasvanis S, Villeneuve S; PREVENT-AD Research Group; McIntosh AR, Rajah MN.",Neuroimage Clin. 2023;40:103532. doi: 10.1016/j.nicl.2023.103532. Epub 2023 Oct 29.,Samson AD,Neuroimage Clin,2023,2023/11/06,PMC10652211,,10.1016/j.nicl.2023.103532
36738668,Anticipatory deficits in psychosis during social cognition task analysed by task-based EEG dynamic functional connectivity,,,,,,"Padée A, Missonnier P, Prévot A, Favre G, Gothuey I, Richiardi J.",Schizophr Res. 2023 Apr;254:11-13. doi: 10.1016/j.schres.2023.01.029. Epub 2023 Feb 2.,Padée A,Schizophr Res,2023,2023/02/04,,,10.1016/j.schres.2023.01.029
37672052,Non-invasive differential diagnosis of teratomas from other intracranial germ cell tumours using MRI-based fractal and radiomic analyses,,,,,,"Liu S, Wang X, Liu X, Li S, Liao H, Qiu X.",Eur Radiol. 2024 Mar;34(3):1434-1443. doi: 10.1007/s00330-023-10177-2. Epub 2023 Sep 6.,Liu S,Eur Radiol,2024,2023/09/06,,,10.1007/s00330-023-10177-2
37030413,Revealing robust neural correlates of conscious and unconscious visual processing: Activation likelihood estimation meta-analyses,,,,,,"MacLean MW, Hadid V, Spreng RN, Lepore F.",Neuroimage. 2023 Jun;273:120088. doi: 10.1016/j.neuroimage.2023.120088. Epub 2023 Apr 6.,MacLean MW,Neuroimage,2023,2023/04/08,,,10.1016/j.neuroimage.2023.120088
37598607,R2Net: Efficient and flexible diffeomorphic image registration using Lipschitz continuous residual networks,,,,,,"Joshi A, Hong Y.",Med Image Anal. 2023 Oct;89:102917. doi: 10.1016/j.media.2023.102917. Epub 2023 Aug 1.,Joshi A,Med Image Anal,2023,2023/08/20,,,10.1016/j.media.2023.102917
36731524,Neural Correlates of Audiovisual Speech Processing in Autistic and Non-Autistic Youth,,,,,,"Dunham K, Zoltowski A, Feldman JI, Davis S, Rogers B, Failla MD, Wallace MT, Cascio CJ, Woynaroski TG.",Multisens Res. 2023 Jan 19;36(3):263-288. doi: 10.1163/22134808-bja10093.,Dunham K,Multisens Res,2023,2023/02/02,PMC10121891,NIHMS1870799,10.1163/22134808-bja10093
36823039,Cortical Grey Matter Mediates Increases in Model-Based Control and Learning from Positive Feedback from Adolescence to Adulthood,,,,,,"Scholz V, Waltmann M, Herzog N, Reiter A, Horstmann A, Deserno L.",J Neurosci. 2023 Mar 22;43(12):2178-2189. doi: 10.1523/JNEUROSCI.1418-22.2023. Epub 2023 Feb 23.,Scholz V,J Neurosci,2023,2023/02/23,PMC10039741,,10.1523/JNEUROSCI.1418-22.2023
37130095,Differential engagement of the posterior cingulate cortex during cognitive restructuring of negative self- and social beliefs,,,,,,"Agathos J, Steward T, Davey CG, Felmingham KL, Ince S, Moffat BA, Glarin RK, Harrison BJ.",Soc Cogn Affect Neurosci. 2023 May 13;18(1):nsad024. doi: 10.1093/scan/nsad024.,Agathos J,Soc Cogn Affect Neurosci,2023,2023/05/02,PMC10182822,,10.1093/scan/nsad024
36673927,Impaired Non-Selective Response Inhibition in Obsessive-Compulsive Disorder,,,,,,"Masharipov R, Korotkov A, Knyazeva I, Cherednichenko D, Kireev M.",Int J Environ Res Public Health. 2023 Jan 9;20(2):1171. doi: 10.3390/ijerph20021171.,Masharipov R,Int J Environ Res Public Health,2023,2023/01/21,PMC9859350,,10.3390/ijerph20021171
37952373,T1 and T2 weighted lesions and cognition in multiple Sclerosis: A systematic review and meta-analysis,,,,,,"Nabizadeh F, Pirahesh K, Azami M, Moradkhani A, Sardaripour A, Ramezannezhad E.",J Clin Neurosci. 2024 Jan;119:1-7. doi: 10.1016/j.jocn.2023.11.014. Epub 2023 Nov 10.,Nabizadeh F,J Clin Neurosci,2024,2023/11/12,,,10.1016/j.jocn.2023.11.014
37142430,Intracranial Electroencephalography and Deep Neural Networks Reveal Shared Substrates for Representations of Face Identity and Expressions,,,,,,"Schwartz E, Alreja A, Richardson RM, Ghuman A, Anzellotti S.",J Neurosci. 2023 Jun 7;43(23):4291-4303. doi: 10.1523/JNEUROSCI.1277-22.2023. Epub 2023 May 4.,Schwartz E,J Neurosci,2023,2023/05/04,PMC10255163,,10.1523/JNEUROSCI.1277-22.2023
37337085,"Neural bases of reward anticipation in healthy individuals with low, mid, and high levels of schizotypy",,,,,,"Carruzzo F, Giarratana AO, Del Puppo L, Kaiser S, Tobler PN, Kaliuzhna M.",Sci Rep. 2023 Jun 19;13(1):9953. doi: 10.1038/s41598-023-37103-2.,Carruzzo F,Sci Rep,2023,2023/06/19,PMC10279672,,10.1038/s41598-023-37103-2
35797006,"Gait in cerebral small vessel disease, pre-dementia, and dementia: A systematic review",,,,,,"Blumen HM, Jayakody O, Verghese J.",Int J Stroke. 2023 Jan;18(1):53-61. doi: 10.1177/17474930221114562. Epub 2022 Sep 9.,Blumen HM,Int J Stroke,2023,2022/07/07,PMC9841467,NIHMS1861277,10.1177/17474930221114562
37816480,No threat: Emotion regulation neurofeedback for police special forces recruits,,,,,,"Bressler RA, Raible S, Lührs M, Tier R, Goebel R, Linden DE.",Neuropsychologia. 2023 Nov 5;190:108699. doi: 10.1016/j.neuropsychologia.2023.108699. Epub 2023 Oct 9.,Bressler RA,Neuropsychologia,2023,2023/10/10,,,10.1016/j.neuropsychologia.2023.108699
37087490,Reduced inferior fronto-insular-thalamic activation during failed inhibition in young adults with combined ASD and ADHD compared to typically developing and pure disorder groups,,,,,,"Lukito S, O'Daly OG, Lythgoe DJ, Hodsoll J, Maltezos S, Pitts M, Simonoff E, Rubia K.",Transl Psychiatry. 2023 Apr 22;13(1):133. doi: 10.1038/s41398-023-02431-4.,Lukito S,Transl Psychiatry,2023,2023/04/22,PMC10122665,,10.1038/s41398-023-02431-4
37431063,Neural correlates of distorted body images in adolescent girls with anorexia nervosa: How is it different from major depressive disorder?,,,,,,"Karakuş Aydos Y, Dövencioğlu D, Karlı Oğuz K, Özdemir P, Pehlivantürk Kızılkan M, Kanbur N, Ünal D, Nalbant K, Çetin Çuhadaroğlu F, Akdemir D.",J Neuropsychol. 2024 Mar;18(1):154-172. doi: 10.1111/jnp.12340. Epub 2023 Jul 10.,Karakuş Aydos Y,J Neuropsychol,2024,2023/07/11,,,10.1111/jnp.12340
37012426,Excess BMI in early adolescence adversely impacts maturating functional circuits supporting high-level cognition and their structural correlates,,,,,,"Brooks SJ, Smith C, Stamoulis C.",Int J Obes (Lond). 2023 Jul;47(7):590-605. doi: 10.1038/s41366-023-01303-7. Epub 2023 Apr 3.,Brooks SJ,Int J Obes (Lond),2023,2023/04/03,,,10.1038/s41366-023-01303-7
37531948,A novel simulation paradigm utilising MRI-derived phosphene maps for cortical prosthetic vision,,,,,,"Wang HZ, Wong YT.",J Neural Eng. 2023 Aug 10;20(4):046027. doi: 10.1088/1741-2552/aceca2.,Wang HZ,J Neural Eng,2023,2023/08/02,PMC10594539,,10.1088/1741-2552/aceca2
36934809,Semantic cognition in healthy ageing: Neural signatures of representation and control mechanisms in naming typical and atypical objects,,,,,,"Alves M, Figueiredo P, Raposo A.",Neuropsychologia. 2023 Jun 6;184:108545. doi: 10.1016/j.neuropsychologia.2023.108545. Epub 2023 Mar 17.,Alves M,Neuropsychologia,2023,2023/03/19,,,10.1016/j.neuropsychologia.2023.108545
37075507,"Thinking versus feeling: How interoception and cognition influence emotion recognition in behavioural-variant frontotemporal dementia, Alzheimer's disease, and Parkinson's disease",,,,,,"Hazelton JL, Fittipaldi S, Fraile-Vazquez M, Sourty M, Legaz A, Hudson AL, Cordero IG, Salamone PC, Yoris A, Ibañez A, Piguet O, Kumfor F.",Cortex. 2023 Jun;163:66-79. doi: 10.1016/j.cortex.2023.02.009. Epub 2023 Mar 23.,Hazelton JL,Cortex,2023,2023/04/19,,,10.1016/j.cortex.2023.02.009
37580508,Task-residual effective connectivity of motor network in transient ischemic attack,,,,,,"Chu T, Lee S, Jung IY, Song Y, Kim HA, Shin JW, Tak S.",Commun Biol. 2023 Aug 14;6(1):843. doi: 10.1038/s42003-023-05212-3.,Chu T,Commun Biol,2023,2023/08/14,PMC10425379,,10.1038/s42003-023-05212-3
38183693,Differentiating multiple sclerosis from non-specific white matter changes using a convolutional neural network image classification model,,,,,,"Amin M, Nakamura K, Ontaneda D.",Mult Scler Relat Disord. 2024 Feb;82:105420. doi: 10.1016/j.msard.2023.105420. Epub 2023 Dec 31.,Amin M,Mult Scler Relat Disord,2024,2024/01/06,,,10.1016/j.msard.2023.105420
36502931,EEG source derived salience network coupling supports real-world attention switching,,,,,,"Ojeda A, Wagner M, Maric V, Ramanathan D, Mishra J.",Neuropsychologia. 2023 Jan 7;178:108445. doi: 10.1016/j.neuropsychologia.2022.108445. Epub 2022 Dec 9.,Ojeda A,Neuropsychologia,2023,2022/12/12,,,10.1016/j.neuropsychologia.2022.108445
36197013,Functional specialization of parallel distributed networks revealed by analysis of trial-to-trial variation in processing demands,,,,,,"DiNicola LM, Ariyo OI, Buckner RL.",J Neurophysiol. 2023 Jan 1;129(1):17-40. doi: 10.1152/jn.00211.2022. Epub 2022 Oct 5.,DiNicola LM,J Neurophysiol,2023,2022/10/05,PMC9799157,,10.1152/jn.00211.2022
35394555,Coexistence of the social semantic effect and non-semantic effect in the default mode network,,,,,,"Zhang G, Hung J, Lin N.",Brain Struct Funct. 2023 Jan;228(1):321-339. doi: 10.1007/s00429-022-02476-z. Epub 2022 Apr 8.,Zhang G,Brain Struct Funct,2023,2022/04/08,,,10.1007/s00429-022-02476-z
36567087,Persistent Ventral Anterior Cingulate Cortex and Resolved Amygdala Hyper-responses to Negative Outcomes After Depression Remission: A Combined Cross-sectional and Longitudinal Study,,,,,,"Zhang X, Wang X, Dong D, Sun X, Zhong X, Xiong G, Cheng C, Lei H, Chai Y, Yu M, Quan P, Gehrman PR, Detre JA, Yao S, Rao H.",Biol Psychiatry. 2023 Feb 1;93(3):268-278. doi: 10.1016/j.biopsych.2022.09.003. Epub 2022 Sep 7.,Zhang X,Biol Psychiatry,2023,2022/12/25,,,10.1016/j.biopsych.2022.09.003
36797365,Neurocomputational mechanism of real-time distributed learning on social networks,,,,,,"Jiang Y, Mi Q, Zhu L.",Nat Neurosci. 2023 Mar;26(3):506-516. doi: 10.1038/s41593-023-01258-y. Epub 2023 Feb 16.,Jiang Y,Nat Neurosci,2023,2023/02/16,,,10.1038/s41593-023-01258-y
36656136,Acute stress alters probabilistic reversal learning in healthy male adults,,,,,,"Wieland L, Ebrahimi C, Katthagen T, Panitz M, Luettgau L, Heinz A, Schlagenhauf F, Sjoerds Z.",Eur J Neurosci. 2023 Mar;57(5):824-839. doi: 10.1111/ejn.15916. Epub 2023 Feb 15.,Wieland L,Eur J Neurosci,2023,2023/01/19,,,10.1111/ejn.15916
38096815,Amyloid induced hyperexcitability in default mode network drives medial temporal hyperactivity and early tau accumulation,,,,,,"Giorgio J, Adams JN, Maass A, Jagust WJ, Breakspear M.",Neuron. 2024 Feb 21;112(4):676-686.e4. doi: 10.1016/j.neuron.2023.11.014. Epub 2023 Dec 13.,Giorgio J,Neuron,2024,2023/12/14,PMC10922797,NIHMS1953632,10.1016/j.neuron.2023.11.014
37178821,Neural responses to reward valence and magnitude from pre- to early adolescence,,,,,,"Gadassi Polack R, Mollick JA, Keren H, Joormann J, Watts R.",Neuroimage. 2023 Jul 15;275:120166. doi: 10.1016/j.neuroimage.2023.120166. Epub 2023 May 12.,Gadassi Polack R,Neuroimage,2023,2023/05/13,PMC10311119,NIHMS1906426,10.1016/j.neuroimage.2023.120166
37989457,Fractionation of neural reward processing into independent components by novel decoding principle,,,,,,"Xiang S, Jia T, Xie C, Zhu Z, Cheng W, Schumann G, Robbins TW, Feng J.",Neuroimage. 2023 Dec 15;284:120463. doi: 10.1016/j.neuroimage.2023.120463. Epub 2023 Nov 19.,Xiang S,Neuroimage,2023,2023/11/21,,,10.1016/j.neuroimage.2023.120463
37460762,Individual risk attitudes arise from noise in neurocognitive magnitude representations,,,,,,"Barretto-García M, de Hollander G, Grueschow M, Polanía R, Woodford M, Ruff CC.",Nat Hum Behav. 2023 Sep;7(9):1551-1567. doi: 10.1038/s41562-023-01643-4. Epub 2023 Jul 17.,Barretto-García M,Nat Hum Behav,2023,2023/07/17,,,10.1038/s41562-023-01643-4
36502439,Sex-dependent changes in emotional memory associated with cerebral blood flow alterations during Alzheimer's disease progression,,,,,,"Gao Z, Zhou S, Zhu W, Li H, Huang Z, Ji Y, Li X, Yu Y.",Neuroradiology. 2023 Apr;65(4):751-763. doi: 10.1007/s00234-022-03099-1. Epub 2022 Dec 11.,Gao Z,Neuroradiology,2023,2022/12/11,,,10.1007/s00234-022-03099-1
38000139,Assessing processing speed and its neural correlates in the three variants of primary progressive aphasia with a non-verbal tablet-based task,,,,,,"Gajardo-Vidal A, Montembeault M, Lorca-Puls DL, Licata AE, Bogley R, Erlhoff S, Ratnasiri B, Ezzes Z, Battistella G, Tsoy E, Pereira CW, DeLeon J, Tee BL, Henry ML, Miller ZA, Rankin KP, Mandelli ML, Possin KL, Gorno-Tempini ML.",Cortex. 2024 Feb;171:165-177. doi: 10.1016/j.cortex.2023.10.011. Epub 2023 Nov 2.,Gajardo-Vidal A,Cortex,2024,2023/11/24,PMC10922977,NIHMS1959823,10.1016/j.cortex.2023.10.011
37506427,MICDIR: Multi-scale inverse-consistent deformable image registration using UNetMSS with self-constructing graph latent,,,,,,"Chatterjee S, Bajaj H, Siddiquee IH, Subbarayappa NB, Simon S, Shashidhar SB, Speck O, Nürnberger A.",Comput Med Imaging Graph. 2023 Sep;108:102267. doi: 10.1016/j.compmedimag.2023.102267. Epub 2023 Jun 28.,Chatterjee S,Comput Med Imaging Graph,2023,2023/07/28,,,10.1016/j.compmedimag.2023.102267
37208373,A rapid theta network mechanism for flexible information encoding,,,,,,"Johnson EL, Lin JJ, King-Stephens D, Weber PB, Laxer KD, Saez I, Girgis F, D'Esposito M, Knight RT, Badre D.",Nat Commun. 2023 May 19;14(1):2872. doi: 10.1038/s41467-023-38574-7.,Johnson EL,Nat Commun,2023,2023/05/19,PMC10198978,,10.1038/s41467-023-38574-7
37162200,Early language exposure affects neural mechanisms of semantic representations,,,,,,"Wang X, Wang B, Bi Y.",Elife. 2023 May 10;12:e81681. doi: 10.7554/eLife.81681.,Wang X,Elife,2023,2023/05/10,PMC10238089,,10.7554/eLife.81681
37696489,Machine Learning of Functional Connectivity to Biotype Alcohol and Nicotine Use Disorders,,,,,,"Zhu T, Wang W, Chen Y, Kranzler HR, Li CR, Bi J.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2024 Mar;9(3):326-336. doi: 10.1016/j.bpsc.2023.08.010. Epub 2023 Sep 9.,Zhu T,Biol Psychiatry Cogn Neurosci Neuroimaging,2024,2023/09/11,PMC10976073,NIHMS1947421,10.1016/j.bpsc.2023.08.010
37968709,Challenges and opportunities for early career medical professionals in cardiovascular magnetic resonance (CMR) imaging: a white paper from the Society for Cardiovascular Magnetic Resonance,,,,,,"Parwani P, Chen T, Allen B, Kallianos K, Ng MY, Kozor R, Aremu OO, Farooqi KM, Secinaro A, Ricci F, Moharem-Elgamal S, Liberato G, Narang A, Ojha V, Ducci CB, Plein S, Ordovas KG.",J Cardiovasc Magn Reson. 2023 Nov 16;25(1):65. doi: 10.1186/s12968-023-00968-3.,Parwani P,J Cardiovasc Magn Reson,2023,2023/11/16,PMC10652595,,10.1186/s12968-023-00968-3
36681075,Causal role of a neural system for separating and selecting multidimensional social cognitive information,,,,,,"Mahmoodi A, Nili H, Harbison C, Hamilton S, Trudel N, Bang D, Rushworth MFS.",Neuron. 2023 Apr 5;111(7):1152-1164.e6. doi: 10.1016/j.neuron.2022.12.030. Epub 2023 Jan 20.,Mahmoodi A,Neuron,2023,2023/01/21,PMC10914676,,10.1016/j.neuron.2022.12.030
37734954,Predicting mild cognitive impairment in older adults: A machine learning analysis of the Alzheimer's Disease Neuroimaging Initiative,,,,,,"Wu Y, Wang X, Fang Y.",Geriatr Gerontol Int. 2024 Mar;24 Suppl 1:96-101. doi: 10.1111/ggi.14670. Epub 2023 Sep 21.,Wu Y,Geriatr Gerontol Int,2024,2023/09/21,,,10.1111/ggi.14670
35511160,Disorganization of language and working memory systems in frontal versus temporal lobe epilepsy,,,,,,"Caciagli L, Paquola C, He X, Vollmar C, Centeno M, Wandschneider B, Braun U, Trimmel K, Vos SB, Sidhu MK, Thompson PJ, Baxendale S, Winston GP, Duncan JS, Bassett DS, Koepp MJ, Bernhardt BC.",Brain. 2023 Mar 1;146(3):935-953. doi: 10.1093/brain/awac150.,Caciagli L,Brain,2023,2022/05/05,PMC9976988,,10.1093/brain/awac150
